City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Sun Prairie,US,43.1836,-89.2137,10.96,63,74,3.13,broken clouds
345,Whitehorse,CA,60.7161,-135.0538,28.02,68,100,10.36,overcast clouds
346,Vrangel,RU,42.7297,133.0839,19.2,42,100,4.05,overcast clouds
347,Sobolevo,RU,54.4299,31.8996,21.13,89,96,11.74,overcast clouds
348,Plouzane,FR,48.3833,-4.6167,46.45,87,75,10.36,broken clouds
349,Baiao,BR,-2.7906,-49.6717,72.64,97,97,2.06,overcast clouds
350,Belle Glade,US,26.6845,-80.6676,70.99,72,42,17.74,scattered clouds
351,Kashi,CN,39.4547,75.9797,30.22,46,20,8.95,few clouds
352,Shu,KZ,43.5983,73.7614,29.17,87,100,3.78,overcast clouds
353,Tigil,RU,57.8,158.6667,7.54,85,100,3.85,overcast clouds
354,Zhigansk,RU,66.7697,123.3711,-37.01,100,41,1.3,scattered clouds
355,Mehamn,NO,71.0357,27.8492,19.99,93,100,6.26,light snow
356,Weatherford,US,32.7593,-97.7972,61.07,29,0,2.26,clear sky
357,Emba,KZ,48.8264,58.1442,15.78,94,100,13.04,overcast clouds
358,Barcelona,ES,41.3888,2.159,56.77,84,75,13.8,broken clouds
359,Mikhaylovka,RU,50.06,43.2379,13.78,93,5,6.17,clear sky
360,Acapetahua,MX,15.2833,-92.7,78.82,66,100,3.96,overcast clouds
361,Nanortalik,GL,60.1432,-45.2371,22.44,93,100,26.8,snow
362,Dali,CN,25.7,100.1833,42.35,53,0,1.36,clear sky
363,Rognan,NO,67.0953,15.3878,32.14,90,100,8.46,snow
364,Kohima,IN,25.6667,94.1167,44.6,59,0,3.15,clear sky
365,Villa Carlos Paz,AR,-31.4241,-64.4978,65.05,77,0,2.55,clear sky
366,Ukiah,US,39.1502,-123.2078,78.69,21,0,5.75,clear sky
367,Saint-Denis,FR,48.9167,2.3333,54.28,72,100,18.41,overcast clouds
368,Khorramshahr,IR,30.4397,48.1664,51.76,71,0,4.61,clear sky
369,Baoqing,CN,46.3317,132.2111,3.72,92,94,2.62,overcast clouds
370,Chapais,CA,49.7834,-74.8492,-18.62,99,99,1.74,overcast clouds
371,Kahului,US,20.8947,-156.47,79.86,76,19,14.0,few clouds
372,Buraydah,SA,26.326,43.975,45.05,31,0,5.3,clear sky
373,Marzuq,YE,14.4,46.4667,54.09,51,46,2.8,scattered clouds
374,Narsaq,GL,60.9167,-46.05,19.49,96,100,6.8,light snow
375,Olinda,BR,-8.0089,-34.8553,83.93,70,40,8.05,scattered clouds
376,San Francisco,US,37.7749,-122.4194,76.98,61,40,10.0,scattered clouds
377,Picota,PE,-6.9197,-76.3304,77.49,86,100,0.94,overcast clouds
378,Sibolga,ID,1.7427,98.7792,77.85,85,68,2.26,broken clouds
379,Vetapalem,IN,15.7833,80.3167,69.85,88,35,8.46,scattered clouds
380,Port Augusta,AU,-32.5,137.7667,96.71,29,100,5.57,overcast clouds
381,Muzhi,RU,65.3667,64.6667,-21.51,100,100,2.93,overcast clouds
382,Peabiru,BR,-23.9128,-52.3431,82.62,77,41,2.19,scattered clouds
383,San Juan Bautista,PE,-14.0108,-75.7358,65.03,58,13,6.42,few clouds
384,Shahjahanpur,IN,27.8833,79.9167,50.14,71,0,2.24,clear sky
385,Urumqi,CN,43.801,87.6005,9.55,85,0,2.24,clear sky
386,Liku,ID,-0.7275,119.8922,77.2,87,100,2.42,overcast clouds
387,Tilichiki,RU,60.4667,166.1,-12.64,90,23,10.33,few clouds
388,Freeport,US,40.6576,-73.5832,30.22,79,100,10.36,light snow
389,Les Cayes,HT,18.2,-73.75,75.63,79,7,2.44,clear sky
390,Cam Ranh,VN,11.9214,109.1591,75.16,88,40,4.61,scattered clouds
391,Gombong,ID,-7.6072,109.5142,81.1,81,88,2.19,overcast clouds
392,Vanimo,PG,-2.6741,141.3028,81.91,81,100,2.01,overcast clouds
393,Ust-Maya,RU,60.4167,134.5333,-19.43,95,96,2.1,overcast clouds
394,Turbat,PK,26.0023,63.044,64.9,38,8,8.81,clear sky
395,Pontianak,ID,-0.0333,109.3333,78.78,88,20,3.44,few clouds
396,Monze,ZM,-16.2833,27.4833,62.71,96,80,0.38,broken clouds
397,Batagay-Alyta,RU,67.8006,130.4114,-11.72,77,91,5.06,overcast clouds
398,Jiexiu,CN,37.0244,111.9125,30.85,30,100,5.39,overcast clouds
399,Ginda,IN,30.6945,78.4932,31.17,31,3,7.36,clear sky
400,Geraldton,AU,-28.7667,114.6,81.01,69,0,4.61,clear sky
401,Donetsk,UA,48.0,37.8,30.4,72,1,0.74,clear sky
402,Changtu,CN,42.7788,124.0955,11.39,69,100,14.27,overcast clouds
403,Plettenberg Bay,ZA,-34.0527,23.3716,67.05,91,100,7.78,light rain
404,Zavetnoye,RU,47.1194,43.8903,29.53,79,4,6.55,clear sky
405,Nouadhibou,MR,20.931,-17.0347,66.18,72,98,19.57,overcast clouds
406,Mabaruma,GY,8.2,-59.7833,71.13,95,96,4.07,overcast clouds
407,Sanchor,IN,24.7553,71.7722,56.43,42,0,3.51,clear sky
408,Djibo,BF,14.1022,-1.6306,70.11,13,0,10.25,clear sky
409,Marshalltown,US,42.0494,-92.908,13.98,78,99,5.5,overcast clouds
410,Kushima,JP,31.4583,131.2333,50.63,86,100,8.03,overcast clouds
411,Vagur,FO,61.4732,-6.8119,36.46,71,100,31.03,overcast clouds
412,Mandalgovi,MN,45.7625,106.2708,-7.02,90,51,7.72,broken clouds
413,Obo,CF,5.3998,26.4869,73.0,23,14,4.03,few clouds
414,Katsuura,JP,35.1333,140.3,45.1,70,98,25.21,overcast clouds
415,Rocha,UY,-34.4833,-54.3333,58.73,62,68,5.82,broken clouds
416,Menongue,AO,-14.6585,17.691,63.36,94,100,2.26,light rain
417,Naziya,RU,59.8,31.3833,36.55,95,100,12.41,light rain
418,Moose Factory,CA,51.2585,-80.6094,-11.2,77,0,2.3,clear sky
419,Paramonga,PE,-10.6667,-77.8333,72.23,78,100,8.68,overcast clouds
420,Yar-Sale,RU,66.8333,70.8333,-19.26,99,100,7.47,overcast clouds
421,Leningradskiy,RU,69.3833,178.4167,-15.61,90,81,5.41,broken clouds
422,Paracuru,BR,-3.41,-39.0306,83.1,84,13,10.29,few clouds
423,Dhidhdhoo,MV,6.8833,73.1,80.56,73,100,3.22,overcast clouds
424,Asha,RU,54.9973,57.2722,5.97,100,98,0.38,overcast clouds
425,Taunsa,PK,30.7048,70.6505,57.99,39,68,7.14,broken clouds
426,Nanakuli,US,21.3906,-158.1547,79.99,54,17,13.94,few clouds
427,Abatskoye,RU,56.2875,70.4555,-17.07,100,100,4.32,overcast clouds
428,Worland,US,44.0169,-107.9554,40.35,73,6,2.35,clear sky
429,Dalvik,IS,65.9702,-18.5286,3.13,71,99,10.69,overcast clouds
430,Nisia Floresta,BR,-6.0911,-35.2086,82.78,75,0,10.09,clear sky
431,Springdale,US,36.1867,-94.1288,39.33,40,0,8.05,clear sky
432,San Pedro,PH,14.35,121.0167,79.11,82,75,6.91,broken clouds
433,Ponta Delgada,PT,37.7333,-25.6667,59.5,62,75,8.05,broken clouds
434,Sal Rei,CV,16.1833,-22.9167,70.36,74,100,19.04,overcast clouds
435,Finschhafen,PG,-6.6024,147.8681,83.25,74,94,7.83,heavy intensity rain
436,Eskisehir,TR,39.7767,30.5206,34.57,88,99,6.11,overcast clouds
437,Placido De Castro,BR,-10.3353,-67.1856,72.95,99,97,0.81,overcast clouds
438,Mohelnice,CZ,49.777,16.9195,35.6,73,7,5.93,clear sky
439,Yaan,NG,7.3833,8.5667,80.02,13,96,3.27,overcast clouds
440,Selfoss,IS,63.9331,-20.9971,30.09,92,100,8.86,heavy snow
441,Horta,PT,38.5333,-28.6333,57.24,70,100,4.36,overcast clouds
442,Rach Gia,VN,10.0167,105.0833,78.75,77,52,15.35,broken clouds
443,Manaquiri,BR,-3.3167,-60.35,79.29,95,100,2.77,overcast clouds
444,Padang,ID,-0.9492,100.3543,75.25,69,71,3.42,broken clouds
445,Bilibino,RU,68.0546,166.4372,-23.69,98,89,1.25,overcast clouds
446,Airai,TL,-8.9266,125.4092,70.0,66,23,2.28,few clouds
447,Mpika,ZM,-11.8343,31.4529,61.68,98,100,2.57,light rain
448,Lisala,CD,2.15,21.5167,71.35,39,100,1.99,overcast clouds
449,Rafaela,AR,-31.2503,-61.4867,64.99,55,0,6.62,clear sky
450,Debre Tabor,ET,11.85,38.0167,53.76,55,4,4.54,clear sky
451,Panzhihua,CN,26.5851,101.7128,47.93,55,0,1.39,clear sky
452,Sumenep,ID,-7.0167,113.8667,79.48,82,96,3.58,heavy intensity rain
453,Mnogovershinnyy,RU,53.9353,139.9242,-0.83,78,13,4.34,few clouds
454,Coquimbo,CL,-29.9533,-71.3436,65.57,76,0,5.91,clear sky
455,Penjamo,MX,20.4333,-101.7333,60.21,46,99,3.22,overcast clouds
456,Laurens,US,32.4502,-82.9165,50.38,27,0,11.5,clear sky
457,High Level,CA,58.5169,-117.136,3.31,72,75,4.61,broken clouds
458,Asau,RO,46.4333,26.4,28.96,80,97,4.0,overcast clouds
459,Havoysund,NO,70.9963,24.6622,16.68,91,100,7.72,light snow
460,Murindo,CO,6.9848,-76.7544,74.28,97,100,2.21,heavy intensity rain
461,Mingshui,CN,36.7167,117.5,28.9,73,100,9.78,overcast clouds
462,Staryy Nadym,RU,65.6118,72.6842,-18.4,100,91,8.28,overcast clouds
463,Kenai,US,60.5544,-151.2583,35.02,92,100,12.66,mist
464,Grand Gaube,MU,-20.0064,57.6608,81.37,79,100,3.0,overcast clouds
465,Chernyshevskiy,RU,63.0128,112.4714,-23.78,100,99,1.59,overcast clouds
466,Lac Du Bonnet,CA,50.2536,-96.0612,-2.27,96,100,4.59,overcast clouds
467,Cortes,ES,41.9395,-1.4396,53.65,66,100,5.5,overcast clouds
468,Aykino,RU,62.2248,49.9922,-2.45,100,100,2.86,overcast clouds
469,Juba,SS,4.8517,31.5825,79.25,36,100,3.96,overcast clouds
470,Basoko,CD,1.2391,23.616,72.7,62,100,2.68,overcast clouds
471,Zabid,YE,14.1951,43.3152,74.57,79,12,3.78,few clouds
472,Aykhal,RU,66.0,111.5,-8.54,52,62,1.81,broken clouds
473,Krylovskaya,RU,46.3194,39.9711,32.41,66,0,6.69,clear sky
474,Thunder Bay,CA,48.4001,-89.3168,2.55,68,75,1.14,broken clouds
475,Buenos Aires,AR,-34.6132,-58.3772,74.97,42,0,3.44,clear sky
476,San Lorenzo,PY,-25.3333,-57.5333,81.59,48,0,8.05,clear sky
477,Gambela,ET,8.25,34.5833,80.53,41,51,3.31,broken clouds
478,Antalaha,MG,-14.9003,50.2788,72.57,91,47,5.21,scattered clouds
479,Quatre Cocos,MU,-20.2078,57.7625,81.09,88,99,13.89,light rain
480,Tambacounda,SN,13.7539,-13.7586,75.25,22,0,6.91,clear sky
481,Kungurtug,RU,50.5994,97.5228,-25.67,97,46,1.63,scattered clouds
482,Hun,LY,29.1268,15.9477,50.77,47,0,8.9,clear sky
483,Tiarei,PF,-17.5333,-149.3333,86.02,77,97,16.69,light rain
484,Puerto Del Rosario,ES,28.5004,-13.8627,62.35,77,6,9.22,clear sky
485,Morondava,MG,-20.2833,44.2833,78.46,89,23,5.82,few clouds
486,Sakaiminato,JP,35.55,133.2333,46.38,61,75,20.71,broken clouds
487,Ormara,PK,25.2088,64.6357,69.76,72,12,3.31,few clouds
488,Cervo,ES,43.6702,-7.4101,50.97,77,62,20.8,broken clouds
489,Kijang,KR,35.2442,129.2139,46.13,70,19,6.98,few clouds
490,Wonthaggi,AU,-38.6044,145.5913,92.05,57,5,6.87,clear sky
491,Cockburn Town,TC,21.4612,-71.1419,76.96,73,20,11.5,few clouds
492,Japura,ID,-0.3167,102.35,77.5,87,54,0.69,broken clouds
493,Tubbergen,NL,52.4,6.7667,49.91,62,100,21.92,overcast clouds
494,Husavik,IS,66.0449,-17.3389,3.11,76,90,17.02,overcast clouds
495,Nuevo Progreso,MX,23.1667,-97.95,53.89,42,100,1.01,overcast clouds
496,Kurilsk,RU,45.2333,147.8833,27.88,70,99,11.1,light snow
497,Shenzhen,CN,22.5455,114.0683,59.22,86,43,7.65,scattered clouds
498,Vada,NL,51.97,5.6667,52.84,72,100,12.66,overcast clouds
499,Gavle,SE,60.6745,17.1417,41.5,89,100,5.99,overcast clouds
500,Aktash,RU,50.3,87.7333,-10.88,91,100,4.43,overcast clouds
501,Asosa,ET,10.0667,34.5333,66.33,25,21,6.53,few clouds
502,Meulaboh,ID,4.1363,96.1285,77.23,86,96,4.12,overcast clouds
503,Monrovia,LR,6.3005,-10.7969,78.64,87,5,6.96,clear sky
504,Porto Nacional,BR,-10.7081,-48.4172,75.2,93,89,0.92,moderate rain
505,Muros,ES,42.7762,-9.0603,53.24,93,8,18.07,light rain
506,Okha,RU,53.5739,142.9478,-4.77,92,19,12.19,few clouds
507,Irbeyskoye,RU,55.6428,95.4522,-27.2,100,97,1.34,overcast clouds
508,Linhares,BR,-19.3911,-40.0722,72.88,97,9,1.81,clear sky
509,Ilebo,CD,-4.3167,20.5833,69.4,98,100,0.96,overcast clouds
510,Vieques,PR,18.425,-65.8329,75.85,94,40,9.22,scattered clouds
511,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,21.79,50,75,17.9,light snow
512,Taltal,CL,-25.4,-70.4833,68.56,76,4,3.89,clear sky
513,Fairbanks,US,64.8378,-147.7164,11.61,79,100,6.91,light snow
514,Altay,CN,47.8667,88.1167,10.04,76,100,4.03,overcast clouds
515,Baykit,RU,61.67,96.37,-21.6,100,56,3.6,broken clouds
516,Elizabeth City,US,36.2946,-76.2511,39.22,82,100,11.86,overcast clouds
517,Kiama,AU,-34.6833,150.8667,84.25,53,99,5.99,overcast clouds
518,Srednekolymsk,RU,67.45,153.6833,-24.38,95,19,5.93,few clouds
519,Bosaso,SO,11.2842,49.1816,71.6,77,41,2.17,scattered clouds
520,Kayankulam,IN,9.1833,76.5,72.43,83,6,6.44,clear sky
521,Tres Arroyos,AR,-38.3739,-60.2798,63.19,45,0,8.34,clear sky
522,Marsabit,KE,2.3284,37.9899,68.2,48,100,5.82,overcast clouds
523,Krasnooktyabrskiy,RU,44.9328,38.3712,36.79,77,99,9.04,overcast clouds
524,Yarada,IN,17.65,83.2667,64.72,88,20,2.3,mist
525,Birjand,IR,32.8663,59.2211,34.27,64,0,4.61,clear sky
526,Ejea De Los Caballeros,ES,42.1263,-1.1372,52.79,80,100,5.26,overcast clouds
527,Neiafu,TO,-18.65,-173.9833,84.88,74,40,11.5,scattered clouds
528,Markkleeberg,DE,51.2833,12.4,41.99,61,0,15.01,clear sky
529,Kirensk,RU,57.7853,108.1119,-31.23,100,80,0.67,broken clouds
530,Krasnoarmeysk,RU,51.0239,45.6969,18.16,94,31,10.22,scattered clouds
531,Anahuac,MX,27.2333,-100.15,57.76,26,100,9.26,overcast clouds
532,Gyongyostarjan,HU,47.8137,19.8672,36.88,79,15,4.36,few clouds
533,Severo-Kurilsk,RU,50.6789,156.125,26.35,66,45,15.21,scattered clouds
534,Praia,CV,14.9215,-23.5087,72.14,78,0,16.11,clear sky
535,Parrita,CR,9.5201,-84.3225,83.97,74,79,0.85,broken clouds
536,Oelde,DE,51.8167,8.15,49.86,52,100,17.07,overcast clouds
537,Shimoda,JP,34.6667,138.95,41.36,71,100,19.28,overcast clouds
538,Uyuni,BO,-20.4597,-66.825,56.25,55,22,10.02,few clouds
539,Maloy,NO,61.9353,5.1136,38.93,96,100,1.99,overcast clouds
540,Oranjestad,AW,12.524,-70.027,78.75,78,20,16.11,few clouds
541,Senneterre,CA,48.3835,-77.2328,-16.38,94,18,0.89,few clouds
542,Belem De Sao Francisco,BR,-8.7539,-38.9658,77.05,71,86,5.37,overcast clouds
543,Ostuni,IT,40.7276,17.5764,46.58,76,44,4.5,scattered clouds
544,Pindwara,IN,24.8,73.0667,57.15,31,0,3.22,clear sky
545,Belaya Gora,RU,68.5333,146.4167,-16.01,91,100,4.61,overcast clouds
546,Vila Velha,BR,-20.3297,-40.2925,75.15,97,100,3.44,overcast clouds
547,Mangaratiba,BR,-22.9597,-44.0406,78.03,88,20,1.48,few clouds
548,Kangaatsiaq,GL,68.3065,-53.4641,-11.47,93,96,21.12,overcast clouds
549,Bonavista,CA,48.6499,-53.1147,30.11,76,100,13.42,overcast clouds
550,Belmonte,BR,-15.8631,-38.8828,79.3,88,88,6.35,overcast clouds
551,Impfondo,CG,1.6381,18.0667,71.51,50,30,4.05,scattered clouds
552,Alakurtti,RU,66.9672,30.3491,18.63,96,100,2.89,light snow
553,Sumbe,AO,-11.2061,13.8437,75.29,84,100,3.11,overcast clouds
554,Guerrero Negro,MX,27.9769,-114.0611,71.98,32,6,11.07,clear sky
555,Sidi Ali,DZ,36.0998,0.4206,48.07,81,1,5.21,clear sky
556,Kawalu,ID,-7.3817,108.2082,77.32,84,95,1.57,overcast clouds
557,Tecoanapa,MX,16.5167,-98.75,80.38,67,99,6.06,overcast clouds
558,Chhatapur,IN,26.2167,87.0167,54.45,72,0,4.59,clear sky
559,Pyapon,MM,16.2833,95.6833,65.55,39,43,6.49,scattered clouds
560,Foeni,RO,47.7,22.3833,31.75,76,69,5.19,broken clouds
561,Rawlins,US,41.7911,-107.2387,37.62,57,0,16.17,clear sky
562,Dingle,PH,10.9995,122.6711,81.41,75,100,9.17,overcast clouds
563,Bowen,AU,-20.0167,148.2333,83.44,63,11,21.68,few clouds
564,Grand-Santi,GF,4.25,-54.3833,72.25,99,34,2.53,moderate rain
565,Tual,ID,-5.6667,132.75,80.13,79,73,7.56,broken clouds
566,Bandarbeyla,SO,9.4942,50.8122,73.54,73,100,12.08,overcast clouds
567,Ostrovnoy,RU,68.0531,39.5131,21.88,62,100,26.98,overcast clouds
568,Abyek,IR,36.0667,50.55,32.0,70,19,1.41,few clouds
569,Fortuna,US,40.5982,-124.1573,66.47,94,100,10.36,overcast clouds
570,Scarborough,GB,54.2797,-0.4044,45.66,88,100,4.0,overcast clouds
571,Zaysan,KZ,47.4667,84.8667,8.02,96,100,0.98,overcast clouds
572,Mandurah,AU,-32.55,115.7,85.14,57,0,9.91,clear sky
573,Tanete,ID,-3.9443,119.7848,78.82,84,88,2.21,overcast clouds
574,Mayumba,GA,-3.432,10.6554,77.58,89,100,3.96,overcast clouds
575,Guarapuava,BR,-25.3953,-51.4581,64.78,79,54,0.94,broken clouds
576,Libertador General San Martin,AR,-23.8064,-64.7876,68.97,80,87,2.28,overcast clouds
577,Itarema,BR,-2.9248,-39.9167,79.61,80,28,13.33,scattered clouds
578,Acarau,BR,-2.8856,-40.12,79.68,81,53,14.16,broken clouds
579,Kisesa,TZ,-3.0833,34.15,63.03,86,92,6.24,overcast clouds
580,Arlit,NE,18.7369,7.3853,65.59,13,0,4.14,clear sky
581,Jizan,SA,17.3333,42.6667,76.62,79,14,4.61,few clouds
582,Oneonta,US,42.4529,-75.0638,18.82,73,100,9.98,overcast clouds
583,Sena Madureira,BR,-9.0656,-68.6569,73.45,97,100,2.46,overcast clouds
584,Brae,GB,60.3964,-1.353,40.91,85,100,18.21,overcast clouds
585,Tamworth,GB,52.634,-1.6959,45.82,91,100,4.0,overcast clouds
586,Alugan,PH,12.2188,125.4808,80.87,72,100,12.39,overcast clouds
587,Epiniana,GR,39.1429,21.6134,35.51,90,38,0.83,scattered clouds
588,Awjilah,LY,29.1081,21.2869,52.93,58,0,6.06,clear sky
589,Shitanjing,CN,39.2342,106.3439,14.7,61,100,3.6,overcast clouds
590,Bulgan,MN,48.8125,103.5347,-15.97,98,88,2.13,overcast clouds
591,Wellington,NZ,-41.2866,174.7756,68.77,80,75,21.85,light rain
592,Tucupita,VE,9.0622,-62.051,76.53,70,100,5.66,overcast clouds
593,Pombia,IT,45.653,8.6336,38.98,65,94,3.36,overcast clouds
594,Yulara,AU,-25.2406,130.9889,90.12,11,0,11.97,clear sky
595,Grand Forks,US,47.9417,-97.4337,3.78,92,100,16.11,light snow
596,Kanigoro,ID,-8.13,112.219,75.22,91,100,2.86,light rain
597,Oistins,BB,13.0667,-59.5333,77.16,72,6,18.97,clear sky
598,Borogontsy,RU,62.6683,131.1683,-29.67,96,56,1.57,broken clouds
599,Kalabo,ZM,-14.97,22.6814,65.75,90,22,0.76,few clouds
600,Srivardhan,IN,18.0333,73.0167,69.3,66,87,7.61,overcast clouds
601,Igarka,RU,67.4667,86.5833,-13.23,92,35,6.69,scattered clouds
602,La Rioja,ES,42.25,-2.5,42.04,79,58,6.78,broken clouds
603,Berlevag,NO,70.8578,29.0864,21.06,90,100,7.92,light snow
604,Zhezkazgan,KZ,47.8043,67.7144,28.78,97,100,17.49,light snow
605,Assomada,CV,15.1,-23.6833,67.55,75,73,12.55,broken clouds
606,Murray Bridge,AU,-35.1167,139.2667,90.46,42,2,8.28,clear sky
607,Bargur,IN,12.5424,78.3539,63.09,92,24,1.59,few clouds
608,Novovelichkovskaya,RU,45.2778,38.8436,32.14,73,38,10.4,scattered clouds
609,Sechura,PE,-5.5569,-80.8222,75.42,70,98,12.8,overcast clouds
610,Awbari,LY,26.5921,12.7805,51.69,29,0,10.16,clear sky
611,Linqiong,CN,30.4159,103.4609,48.02,81,100,1.99,overcast clouds
612,Nyimba,ZM,-14.5566,30.8149,66.11,97,100,1.77,overcast clouds
613,Juneau,US,58.3019,-134.4197,36.84,97,100,4.32,overcast clouds
614,Asilah,MA,35.465,-6.0348,55.36,81,98,5.26,overcast clouds
615,Mackay,AU,-21.15,149.2,84.69,72,38,21.45,scattered clouds
616,Inhambane,MZ,-23.865,35.3833,75.61,83,0,7.47,clear sky
617,San Gavino Monreale,IT,39.5514,8.7917,45.48,92,71,3.83,broken clouds
618,Tamandare,BR,-8.7597,-35.1047,80.29,75,36,10.78,scattered clouds
619,Henties Bay,NA,-22.116,14.2845,72.86,85,51,2.71,broken clouds
620,Ust-Karsk,RU,52.7011,118.8077,-10.52,95,100,0.85,overcast clouds
621,Serrana,BR,-21.2114,-47.5956,68.97,95,6,2.59,clear sky
622,Taksimo,RU,56.3444,114.8794,-21.86,90,22,0.65,few clouds
623,Hamilton,US,39.1834,-84.5333,22.71,78,100,13.8,overcast clouds
624,Riyadh,SA,24.6877,46.7219,50.14,33,0,8.7,clear sky
625,Livingstone,ZM,-17.8419,25.8543,65.55,85,0,1.45,clear sky
626,Miri,MY,4.4148,114.0089,78.48,89,64,3.98,broken clouds
627,Santa Cruz,BO,-17.8,-63.1667,71.55,69,79,3.44,broken clouds
628,Bacong,PH,9.2464,123.2956,80.64,82,100,10.16,overcast clouds
629,Ondjiva,AO,-17.0667,15.7333,68.81,85,100,5.28,light rain
630,Severo-Yeniseyskiy,RU,60.3725,93.0408,-23.03,99,35,4.29,scattered clouds
631,Tautira,PF,-17.7333,-149.15,86.02,77,62,17.85,light rain
632,Myitkyina,MM,25.3833,97.4,52.75,69,0,2.42,clear sky
633,Bubaque,GW,11.2833,-15.8333,77.94,64,0,6.64,clear sky
634,Huangcun,CN,30.0145,118.4037,43.95,75,79,2.3,broken clouds
635,Tukan,RU,53.8409,57.4552,2.37,100,100,1.45,overcast clouds
636,Alyangula,AU,-13.8483,136.4192,86.74,61,7,15.66,light rain
637,Charlestown,AU,-32.95,151.6667,82.02,59,58,7.0,broken clouds
638,Benguela,AO,-12.5763,13.4055,75.04,80,75,2.75,broken clouds
639,Lewiston,US,44.1003,-70.2148,23.76,51,100,10.36,overcast clouds
640,Marsh Harbour,BS,26.5412,-77.0636,73.6,87,100,16.37,overcast clouds
641,Severodvinsk,RU,64.5635,39.8302,15.91,91,100,14.03,overcast clouds
642,Laguna De Duero,ES,41.5815,-4.7233,45.99,82,0,11.5,clear sky
643,Pacific Grove,US,36.6177,-121.9166,79.2,79,12,8.01,few clouds
644,Bira,RU,49.0,132.4667,13.35,91,100,2.51,light snow
645,Paamiut,GL,61.994,-49.6678,11.43,87,100,18.14,overcast clouds
646,Mathathane,BW,-22.2687,28.7495,71.42,52,76,5.21,broken clouds
647,Mandera,KE,3.9366,41.867,78.64,32,100,8.95,overcast clouds
648,Isangel,VU,-19.55,169.2667,85.5,70,26,10.45,scattered clouds
649,Avera,US,33.194,-82.5271,48.7,33,0,15.7,clear sky
650,College,US,64.8569,-147.8028,14.2,77,75,6.91,light snow
651,Freetown,SL,8.484,-13.2299,77.25,84,7,5.82,clear sky
652,Cape Coast,GH,5.1053,-1.2466,79.23,85,63,9.19,broken clouds
653,Okhotsk,RU,59.3833,143.3,-7.4,76,0,14.05,clear sky
654,Lerwick,GB,60.1545,-1.1494,39.2,88,100,10.16,overcast clouds
655,Maryborough,AU,-25.5333,152.7,77.61,74,33,11.52,scattered clouds
656,Kuytun,RU,54.3419,101.5036,-28.25,100,100,3.18,overcast clouds
657,Gari,RU,59.4307,62.3497,-6.43,100,93,3.27,overcast clouds
658,Perth,AU,-31.9333,115.8333,85.01,52,0,16.11,clear sky
659,Beringovskiy,RU,63.05,179.3167,-20.47,94,20,9.48,few clouds
660,Yeppoon,AU,-23.1333,150.7333,85.78,74,71,20.58,broken clouds
661,Montrose,US,38.4166,-108.2673,38.61,57,0,1.14,clear sky
662,Concordia,AR,-31.393,-58.0209,66.78,62,0,5.99,clear sky
663,Aripuana,BR,-9.1667,-60.6333,72.36,99,80,0.76,broken clouds
664,Patan,NP,27.6667,85.3333,43.18,93,20,3.44,mist
665,Torit,SS,4.4133,32.5678,80.46,37,100,3.11,overcast clouds
666,Nhulunbuy,AU,-12.2333,136.7667,88.41,62,75,14.97,broken clouds
667,Mende,FR,44.6667,3.5,37.81,90,100,12.59,overcast clouds
668,Wakema,MM,16.6,95.1833,63.72,43,31,6.17,scattered clouds
669,Tolbazy,RU,54.0241,55.8825,11.16,99,90,3.04,light snow
670,Port Hedland,AU,-20.3167,118.5667,91.45,52,34,18.41,scattered clouds
671,Bani Walid,LY,31.7566,13.9942,51.1,70,6,6.71,clear sky
672,Hasaki,JP,35.7333,140.8333,39.6,60,100,29.75,overcast clouds
673,Cartagena,CO,10.3997,-75.5144,80.22,83,20,9.22,few clouds
674,Martapura,ID,-3.4167,114.85,80.69,83,0,3.44,clear sky
675,Bereda,ES,43.2686,-7.5406,46.92,98,100,7.81,overcast clouds
676,Auki,SB,-8.7676,160.7034,77.34,92,100,3.49,light rain
677,Rolla,US,37.9514,-91.7713,26.85,47,0,7.0,clear sky
678,Anloga,GH,5.7947,0.8973,81.09,81,100,12.93,overcast clouds
679,Saurimo,AO,-9.6608,20.3916,64.44,97,100,1.97,overcast clouds
680,Roald,NO,62.5833,6.1333,37.11,93,100,23.02,overcast clouds
681,Moengo,SR,5.6167,-54.4,72.75,98,23,1.99,few clouds
682,Solano,US,38.2333,-121.9511,74.44,49,0,0.0,clear sky
683,Wewak,PG,-3.5534,143.6268,82.51,76,98,3.11,overcast clouds
684,Tromso,NO,69.6496,18.957,24.82,80,75,12.66,broken clouds
685,Puerto Escondido,MX,15.85,-97.0667,81.43,74,40,0.0,scattered clouds
686,Yatou,CN,37.15,122.3833,32.43,79,100,18.84,overcast clouds
687,La Ronge,CA,55.1001,-105.2842,14.22,79,100,8.05,overcast clouds
688,Manokwari,ID,-0.8667,134.0833,82.06,68,100,4.36,overcast clouds
689,Kirgiz-Miyaki,RU,53.6324,54.7979,3.56,100,89,3.04,overcast clouds
690,Siddapur,IN,14.3333,74.8833,62.53,72,1,3.36,clear sky
691,Lasa,IT,46.6166,10.7002,26.02,69,3,1.7,clear sky
692,Inuvik,CA,68.3499,-133.7218,-18.89,98,100,7.09,light snow
693,Solnechnyy,RU,50.7214,136.6319,12.18,87,100,5.73,overcast clouds
